,Fluorescent labeling,FRAGMENTS,FREQUENCY
40650,Yes,C=Cc1ccc(n)cc1,204
44438,Yes,Fc1ccccc1,204
50407,Yes,cc(c)C(=O)N(c)C,204
49442,Yes,cc(c)-c1c(c)cc(-c)c2ccccc12,204
59161,Yes,ccc1oc(=O)ccc1c,203
59155,Yes,ccc1oc(=O)c(-c)cc1c,203
56124,Yes,ccc(cc)-c1c(cc)c(c)cc(c)c1cc,203
5501,No ,CCc1ccc(C)cc1,203
45895,Yes,[B-]n1c(C)cc(C)c1C(=C)c,202
42049,Yes,CCC(C(C)=[N+])=C(C)C,202
44504,Yes,N=C(O)c1ccccc1,202
58355,Yes,ccc1c(c)cc(c)c2c1nc(-c)n2-c,201
58376,Yes,ccc1c(c)cc(c)c2nc(-c)n(-c(c)c)c12,201
45177,Yes,[B-][N+]1=C(C)C=C(C)C1=C(c)c,201
47981,Yes,cOc1ccccc1,200
43862,Yes,Cc1ccc(-c(n)o)cc1,200
5169,No ,CCOc1ccccc1,200
51196,Yes,cc(c)Oc1ccccc1,200
46192,Yes,[n+]c1ccccc1,200
36182,No ,cnc(sc)-c1ccccc1,200
7170,No ,CNC(=O)C(C)N,199
57046,Yes,ccc(sc)-c1ccc(C)s1,199
52187,Yes,cc(n)c1ccc(-c)cc1c,199
15845,No ,cC(=O)N1CCC(N)CC1,199
52336,Yes,cc(s)-c1ccc(C)s1,199
2393,No ,CC1CCOC1,198
54438,Yes,cc1cccc(OC)c1,198
39778,Yes,C=C1C(C)=CC(C)=[N+]1[B-](n)(F)F,198
58399,Yes,ccc1c(c)cc(n)c2ccc(-c)cc12,198
43929,Yes,Cc1ccc(Cl)cc1,198
34496,No ,cn1ccccc1,197
53933,Yes,cc1cc(n)c(n(c)-c)c2ccccc12,197
55681,Yes,ccc(C=O)c(c)O,197
49963,Yes,cc(c)-c1nc(c(c)c)c(c)n1-c,197
50874,Yes,cc(c)C=C(C#N)C#N,196
12969,No ,Fc1cccc(F)c1,196
10987,No ,Cc1ccc(N(C)C)cc1,195
52349,Yes,cc(s)-c1ccc(O)cc1,195
15104,No ,c-c1ccccc1Cl,195
55804,Yes,ccc(O)c(c)-c,195
59206,Yes,ccc1sc(-c(c)c)nc1c,194
48703,Yes,cc(C)c(C)c(C)n,194
59060,Yes,ccc1nc(-c(c)c)sc1c,194
45137,Yes,[B-][N+]1=C(C)C(CC)=C(C)C1=C,194
46405,Yes,c-c1ccc(C(=O)O)cc1,194
21888,No ,cc(c)C(=O)OC,193
33964,No ,cn(c)Cc1ccccc1,192
32233,No ,ccc1c(c)CCCC1,192
18920,No ,cOC(F)F,192
38247,No ,nc1ccccn1,192
14547,No ,Oc1ccc(Cl)cc1,192
39560,Yes,C=C(c)c1ccc(O)cc1,192
56751,Yes,ccc(cc)N1c(cc)c(c)Cc(c)c1cc,191
32450,No ,ccc1c(c)NCCC1,191
16479,No ,cC1CCCN1C,191
3,No ,Brc1ccccc1,191
44362,Yes,Clc1ccccc1,191
23460,No ,cc(c)NC(=O)N(CC)CC,190
52345,Yes,cc(s)-c1ccc(N)cc1,190
43146,Yes,COCCOC,190
16196,No ,cC(=O)Nc1ccccc1,189
57611,Yes,ccc1c(c)-cc(c)CC1,189
53197,Yes,cc1cN(C)c2ccc(C)cc2S1,189
13118,No ,NC(=O)C12CCCC(CCC1)C2,188
57760,Yes,ccc1c(c)C(c)(c)c2ccccc2-1,188
56951,Yes,ccc(nc)-c1ccccc1,187
52320,Yes,cc(s)-c1ccc(-c)s1,187
30645,No ,ccc(cc)NC(=O)N(C)C,187
46093,Yes,[N+]c1ccccc1,186
37475,No ,csc1ccccc1n,186
32390,No ,ccc1c(c)N(C)CC1,186
13399,No ,NC(=O)c1ccc(F)cc1,186
27989,No ,ccc(C)nn,185
4575,No ,CCN(CC)c1ccccn1,185
47357,Yes,cC(=O)c1ccccc1C,185
15689,No ,c1cncnc1,185
56417,Yes,ccc(cc)-n1c(-c(c)c)nc(c)c1c(c)c,185
21363,No ,cc(c)-n1ccc(C)n1,185
52954,Yes,cc1c2c(cccc2c)C(=O)N(c)C1,185
26447,No ,cc1cc(C(=O)N(C)C)[nH]c1c,184
13062,No ,N#Cc1ccccc1,184
42055,Yes,CCC(C)(C)CC,184
7060,No ,CN1CCN(c(n)n)CC1,184
40956,Yes,C=[N+]([N+])[B-](F)(F)n(c)c,184
47973,Yes,cOc1ccc(C)cc1,184
52317,Yes,cc(s)-c1ccc(-c)cc1,184
2593,No ,CCC(=O)N(c)C,184
48457,Yes,cc(-c)c1ccc(c)cc1c,183
51457,Yes,cc(c)c(=O)c(c)c,183
60204,Yes,coc(=O)c(c)c,183
51166,Yes,cc(c)OCCOC,183
50031,Yes,cc(c)-c1nnc(-c(c)c)o1,182
44459,Yes,N#Cc1ccc(N)cc1,182
339,No ,CC(=O)N1CCCC1,182
54801,Yes,cc1cnc2ccccc2n1,182
25617,No ,cc(s)C(=O)Nc,182
33871,No ,cn(c)CC,181
51443,Yes,cc(c)c(-c1ccccc1)c(c)c,181
47244,Yes,cC#Cc1cccc(C)c1,181
29750,No ,ccc(cc)-c1nc(C)cs1,181
22443,No ,cc(c)C1CCN(C)CC1,180
47710,Yes,cC[n+]1ccc(C)cc1,180
18070,No ,cN1CCCC1,180
60531,Yes,csc1ccccc1c,180
49740,Yes,cc(c)-c1ccc([N+])cc1,180
13933,No ,NS(=O)(=O)c1ccccc1,179
23439,No ,cc(c)NC(=O)CN(C)C,179
45629,Yes,[B-]n(c)c(C)c(c)C,179
41892,Yes,CC1=[N+](C)c2ccccc2C1(C)C,179
38997,Yes,C=C(C)C(=O)OC,178
50371,Yes,cc(c)C(=C(c)c)c1ccccc1,178
40704,Yes,C=Cc1ccncc1,178
50703,Yes,cc(c)C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)nc1c,178
33817,No ,cn(c)-c1ccccc1,177
43886,Yes,Cc1ccc(C(=O)O)cc1,177
40626,Yes,C=Cc1ccc([N+])cc1,176
55823,Yes,ccc(OC)c(c)-c,176
54664,Yes,cc1ccccn1,176
22818,No ,cc(c)CNC(=O)c(c)c,176
26829,No ,cc1ccccc1n(c)C,176
15125,No ,c-c1ccncc1,176
878,No ,CC(C)C(=O)N1CCNCC1,176
22507,No ,cc(c)CC,175
2288,No ,CC1CCCCN1,175
32210,No ,ccc1c(c)CCC1,175
50620,Yes,cc(c)C1=C(C)[N+][B-](F)(F)n2c(C)cc(C)c21,174
44127,Yes,Cc1cccc(C)c1,174
6447,No ,CN(C)S(=O)(=O)c1ccccc1,174
56253,Yes,ccc(cc)-c1cccc(c)c1cc,174
41511,Yes,CC(C)=C(C#N)C#N,174
44135,Yes,Cc1cccc(N)c1,174
11432,No ,Cc1ccccc1C(N)=O,174
41574,Yes,CC(C)C(C)N,174
7237,No ,CNC(=O)C1CCNCC1,174
20984,No ,cc(c)-c1nc(C)no1,174
46576,Yes,c-c1ccccc1C(c)(c)c,174
15668,No ,c1ccc2ncccc2c1,174
31220,No ,ccc(nc)N1CCNCC1,173
42737,Yes,CN(C)c1ccc(n)cc1,173
54378,Yes,cc1cccc(-c)c1,173
46980,Yes,c1ccc2ccccc2c1,173
15258,No ,c-c1nc(C(N)=O)cs1,173
46562,Yes,c-c1cccc2ccccc12,172
38567,Yes,Brc1ccccc1,172
51083,Yes,cc(c)N1c(c)cSc2ccccc21,172
60572,Yes,nCc1ccccc1,172
55522,Yes,ccc(C#Cc(c)c)c(c)C,172
47447,Yes,cC(c)(c)c1ccccc1,172
40645,Yes,C=Cc1ccc(n)c(c(c)c)c1,171
49628,Yes,cc(c)-c1ccc(-c)c(C(C)(C)c)c1,171
41427,Yes,CC(=[N+])c1ccccc1,171
49658,Yes,cc(c)-c1ccc(-n)cc1,170
10932,No ,Cc1ccc(Cn)cc1,170
23082,No ,cc(c)N(C)C,170
19777,No ,cc(C)c(C)n(-c)n,170
55683,Yes,ccc(C=O)cc,170
57563,Yes,ccc1c(c)-c(c)c(cc)C1(CC)CC,169
55626,Yes,ccc(C)c(c)N,169
54035,Yes,cc1ccc(C(C)(C)C)cc1,169
39765,Yes,C=C1C(C)=C(CC)C(C)=[N+]1[B-](n)(F)F,169
13473,No ,NC(=O)c1ccccc1O,169
58217,Yes,ccc1c(c)cC(=O)N(C(C)C)C1=O,168
1630,No ,CC(N)c1ccc(O)cc1,168
14098,No ,Nc1cccc(F)c1,168
56233,Yes,ccc(cc)-c1ccc(-c)s1,168
10088,No ,Cc1c(C(N)=O)cnn1-c,168
28580,No ,ccc(F)c(c)-n,167
22522,No ,cc(c)CC(=O)N(CC)CC,167
32357,No ,ccc1c(c)CN(C)CC1,166
43863,Yes,Cc1ccc(-c(n)s)cc1,166
55068,Yes,cc1nsnc1c,166
43293,Yes,COc1ccc(C)cc1O,166
48786,Yes,cc(C)c1c(c)C(C)(C)c2ccccc2-1,166
43098,Yes,COC(=O)c1ccccc1,165
57554,Yes,ccc1c(c)-c(c)c(c(c)-c)C1(CC)CC,165
57709,Yes,ccc1c(c)C(C)(C)c2c(-c)cc(-c)c(C(C)(C)c)c2-1,165
49385,Yes,cc(c)-c1c(C)cc(C)c2c1C(CC)(CC)c(c)c-2c,165
50395,Yes,cc(c)C(=O)CC,165
13709,No ,NCC1CCOC1,164
24771,No ,cc(n)N(C)C,164
1197,No ,CC(C)N1CCN(c)CC1,164
34332,No ,cn(n)Cc1ccccc1,164
32426,No ,ccc1c(c)NC(=O)CO1,164
27982,No ,ccc(C)n(-c)n,163
15002,No ,c-c1ccc(C(N)=O)cc1,163
59782,Yes,cnc([nH]c)-c1ccccc1,163
13422,No ,NC(=O)c1ccc(O)nc1,163
19394,No ,c[nH]c(=O)n(c)C,163
14698,No ,Sc1ccccc1,163
54425,Yes,cc1cccc(N(C)C)c1,163
15078,No ,c-c1cccc(Cl)c1,163
24893,No ,cc(n)N1CCN(c)CC1,162
14020,No ,Nc1ccc(Cl)cc1,162
47792,Yes,cN1CCCC1,162
14102,No ,Nc1cccc(O)c1,162
1527,No ,CC(N)C(=O)N(C)C,161
43952,Yes,Cc1ccc(N(C)c)c(S)c1,161
4937,No ,CCN1CCOCC1,161
9369,No ,COc1cccc(C(N)=O)c1,161
42199,Yes,CCCCCCn,161
7047,No ,CN1CCN(C)CC1,161
42166,Yes,CCCCC(C)C,160
57324,Yes,ccc1c(C#Cc)cccc1c,160
44955,Yes,[B-]OC(C)=O,160
15893,No ,cC(=O)N1CCCCC1,159
3335,No ,CCC(N)=O,159
40308,Yes,C=CC1=[N+](C)c(c)c(cc)C1(C)C,159
40528,Yes,C=Cc1cc(cc)c(c)oc1=O,159
40644,Yes,C=Cc1ccc(c)oc1=O,159
13224,No ,NC(=O)Cc1ccccc1,159
49047,Yes,cc(N)c1ccc(c)cc1c,158
60620,Yes,nc(n)-c1ccc(N)cc1,158
21957,No ,cc(c)C(C)C,158
53379,Yes,cc1cc(-c)c2ccccc2c1,158
48723,Yes,cc(C)c(CC)c(C)n,157
9305,No ,COc1ccc(O)cc1,157
47769,Yes,cN(c)c1ccccc1O,157
50202,Yes,cc(c)/C=C/C=C/c,157
50331,Yes,cc(c)C#C[Si](C(C)C)(C(C)C)C(C)C,157
12086,No ,Cc1nc2ccccc2[nH]1,157
57043,Yes,ccc(sc)-c1ccc(-c)s1,157
9489,No ,COc1ccccc1OC,156
50558,Yes,cc(c)C1(c(c)c)c(c)c(c)-c2ccccc21,156
46363,Yes,c-c1cc2ccccc2s1,156
47983,Yes,cOc1ccccc1N,156
13681,No ,NCC1CC1,156
53215,Yes,cc1cN(c)c2ccccc2O1,156
46647,Yes,c-c1coc2ccccc2c1,156
51081,Yes,cc(c)N1c(c)cOc2ccccc21,156
19783,No ,cc(C)c(C)nn,156
18071,No ,cN1CCCC1=O,156
28461,No ,ccc(Cl)c(c)N,156
29553,No ,ccc(c(c)O)N1CCNCC1,155
20774,No ,cc(c)-c1ccc(C)cc1,155
10752,No ,Cc1ccc(C#N)cc1,154
4465,No ,CCN(CC)CC(=O)Nc,154
43936,Yes,Cc1ccc(F)cc1,154
36510,No ,cnc1ccccc1s,153
47770,Yes,cN(c)c1ccccc1S,153
6920,No ,CN1CCC(N(C)C)CC1,153
51667,Yes,cc(c)c1cc(C(C)(C)C)ccc1c,153
59560,Yes,cn1cC(c)=C2C(C)=CC(C)=[N+]2[B-]1(F)F,153
50178,Yes,cc(c)/C=C/C(=C(C)C)c(c)c,153
53216,Yes,cc1cN(c)c2ccccc2S1,153
50903,Yes,cc(c)CCCCC,153
53405,Yes,cc1cc(-c)ccc1n(c)C,153
15113,No ,c-c1cccnc1,153
15081,No ,c-c1cccc(F)c1,152
46381,Yes,c-c1ccc(-c(n)o)s1,152
8556,No ,CNc1nc(-c)cs1,152
1556,No ,CC(N)C(N)=O,152
23349,No ,cc(c)N1CCCC1=O,152
54276,Yes,cc1ccc2c3c(ccc(c)c13)C(=O)NC2=O,151
34168,No ,cn(n)-c1ccccc1F,151
18075,No ,cN1CCCCC1,151
47220,Yes,cC#C[Si](C(C)C)(C(C)C)C(C)C,151
50410,Yes,cc(c)C(=O)NC,151
25057,No ,cc(n)OC,151
24363,No ,cc(n)-n1cccn1,150
38949,Yes,C1COCCN1,150
50430,Yes,cc(c)C(=O)[O-],150
42234,Yes,CCCCO,150
20921,No ,cc(c)-c1csc(N)n1,150
46844,Yes,c/C=C/c1cc(O)ccc1OC,150
16381,No ,cC(N)c1ccccc1,150
51130,Yes,cc(c)Nc1ccccc1,150
14129,No ,Nc1cccnc1,150
1170,No ,CC(C)N1CCC(N)CC1,150
52225,Yes,cc(o)-c1ccc(O)cc1,150
55829,Yes,ccc(OC)c(c)c,150
42625,Yes,CCc1ccc(C)cc1,150
58879,Yes,ccc1cc(N(C)C)ccc1c,150
23784,No ,cc(c)S(=O)(=O)N1CCNCC1,149
16584,No ,cCC(=O)NC,149
39650,Yes,C=C/C=C/C=C/C,149
29850,No ,ccc(cc)-c1noc(C)n1,149
53563,Yes,cc1cc(C)cc(=O)o1,149
43294,Yes,COc1ccc(C)cc1OC,149
47392,Yes,cC(=[N+])c1ccccc1C,149
49833,Yes,cc(c)-c1ccccc1c,149
39397,Yes,C=C([N+])c1ccccc1C,149
43875,Yes,Cc1ccc(Br)cc1,148
40510,Yes,C=Cc1cc(OC)c(C)cc1O,148
6532,No ,CN(C)c1ccccc1N,148
59411,Yes,cn(c)-c1ccc(N)cc1,148
2911,No ,CCC(CC)C(=O)N(CC)CC,148
10689,No ,Cc1cc2ccccc2o1,148
57954,Yes,ccc1c(c)Nc(c)c(cc)C1(C)C,148
57884,Yes,ccc1c(c)Cc(c)c2c-1cccc2c,148
43325,Yes,COc1ccc(O)cc1C=O,148
51987,Yes,cc(n)-c1ccccc1O,147
50901,Yes,cc(c)CCCC,147
18621,No ,cNC1CCN(C)CC1,147
30651,No ,ccc(cc)NC(=O)c(c)n,147
43016,Yes,CNc1ccccc1C,147
38993,Yes,C=C(C)C(=O)N(C)C,146
11427,No ,Cc1ccccc1C(C)N,146
2542,No ,CC1Cc2ccccc2O1,146
26758,No ,cc1cccc(C)c1,146
40133,Yes,C=CC(=O)OC,146
23967,No ,cc(c)c(c[nH])C1=CCNCC1,146
1033,No ,CC(C)CN,145
56654,Yes,ccc(cc)CCCC,145
46008,Yes,[B-]n1cccc1C,145
46495,Yes,c-c1ccc([N+](=O)[O-])cc1,145
25333,No ,cc(o)C(=O)Nc,145
13477,No ,NC(=O)c1ccccn1,145
43730,Yes,Cc1cc(C)c2c(c1)CCCN2C,145
54567,Yes,cc1cccc2cc(C)cc(c)c12,145
13700,No ,NCC1CCCO1,144
18918,No ,cOC(F)(F)F,144
15115,No ,c-c1ccco1,144
30039,No ,ccc(cc)C(=O)Nc(n)s,144
58708,Yes,ccc1c2cc(-c)ccc2n(C)c1c,143
30150,No ,ccc(cc)C(N)=O,143
54427,Yes,cc1cccc(N)c1,143
484,No ,CC(=O)NC1CCNCC1,143
23699,No ,cc(c)Oc1ccccc1,143
50422,Yes,cc(c)C(=O)OCC,143
8304,No ,CNc1ccc(O)nc1,142
11042,No ,Cc1ccc(O)cc1,142
41284,Yes,CC(=N)c1ccc(O)cc1,142
45183,Yes,[B-][N+]1=C(C)C=CC1=C(c)c,142
41479,Yes,CC(C)(C)c1ccc(O)cc1,142
46369,Yes,c-c1ccc(-c(n)[nH])cc1,142
41014,Yes,C=[N+]1C=C(c)c2c(C)cc(C)n2[B-]1(F)F,142
50720,Yes,cc(c)C1=C2C=CC(C)=[N+]2[B-](F)(F)nc1c,142
8273,No ,CNc1ccc(N)cc1,142
48903,Yes,cc(C)c1nc(c(c)c)c(c)nc1c,142
22408,No ,cc(c)C1CCCN1C,141
39992,Yes,C=C1N(C)c2ccccc2C1(C)C,141
52909,Yes,cc1c2c(c)CCCN2CCC1,141
51201,Yes,cc(c)P(=O)(c(c)c)c(c)c,141
727,No ,CC(C(N)=O)N(C)C,141
46443,Yes,c-c1ccc(F)cc1,141
44604,Yes,NCc1ccccn1,140
42173,Yes,CCCCC(CC)N(C)C,140
55253,Yes,ccc(-c1ccccc1)c(c)c,140
42777,Yes,CN(N)c1ccc(S)cc1,140
44655,Yes,Nc1ccc(S(N)(=O)=O)cc1,140
41504,Yes,CC(C)(O)c1ccccn1,140
42185,Yes,CCCCCC(C)N,140
33281,No ,ccn(C)nc,140
14044,No ,Nc1ccc(S(N)(=O)=O)cc1,140
56705,Yes,ccc(cc)N(CCC)CCC,140
49736,Yes,cc(c)-c1ccc(S)cc1,140
48908,Yes,cc(C)c1nsnc1c,140
42650,Yes,CCc1ccccc1-c,140
20965,No ,cc(c)-c1nc(C(N)=O)cs1,140
57619,Yes,ccc1c(c)-cc(c)c(cc)C1=O,139
7071,No ,CN1CCNC(=O)C1,139
56953,Yes,ccc(nc)-c1ccccn1,139
54625,Yes,cc1ccccc1C(c)=O,139
21504,No ,cc(c)-n1ncc(C)c1C,139
53760,Yes,cc1cc(c)-c2ccccc2C1=O,139
58373,Yes,ccc1c(c)cc(c)c2ccccc12,139
42458,Yes,CCOCCOc,139
11246,No ,Cc1cccc(-n)c1,139
55809,Yes,ccc(O)c(c)O,139
55418,Yes,ccc(/C=C/c(c)c)nc,139
12540,No ,Clc1cccc(Cl)c1,139
52883,Yes,cc1c-c(c)c2c(cccc2c)C1=O,139
7128,No ,CN1CCc2ccccc2C1,138
47099,Yes,c=[N+](C)CC,138
9293,No ,COc1ccc(N)cn1,138
44599,Yes,NCc1ccccc1,138
6493,No ,CN(C)c1ccc(F)cc1,138
50265,Yes,cc(c)=[N+](CC)CC,138
14553,No ,Oc1ccc(F)cc1,138
42222,Yes,CCCCN(C(c)=O)C(c)=O,138
16172,No ,cC(=O)Nc1cccc(C)c1,137
55629,Yes,ccc(C)c(c)c,137
21337,No ,cc(c)-n1cc(C)nn1,137
8809,No ,COC(C)CN,137
30313,No ,ccc(cc)CC(=O)N(C)C,137
23518,No ,cc(c)NC(C)=O,137
40107,Yes,C=CC(=C(C#N)C#N)c(c)c,137
42225,Yes,CCCCN(C)c,137
30627,No ,ccc(cc)NC(=O)C(C)C,136
30416,No ,ccc(cc)CNC(c)=O,136
45935,Yes,[B-]n1c(C)ccc1C(=C)c,136
42567,Yes,CCc1c(C)c(C)n([B-]([N+])(F)F)c1C,136
48054,Yes,c[B-]([N+])(O)c1ccccc1,136
6983,No ,CN1CCCC1=O,136
43989,Yes,Cc1ccc(O)c(O)c1,135
26125,No ,cc1cCCCN1C(c)=O,135
44243,Yes,Cc1cccn1[B-]([N+])(F)F,135
19507,No ,c[nH]c1ccccc1n,134
57080,Yes,ccc(sc)-c1nnc(-c)o1,134
12801,No ,Cn1cncn1,134
28579,No ,ccc(F)c(c)-c,134
11453,No ,Cc1ccccc1N,134
50032,Yes,cc(c)-c1nnc(-c(c)s)o1,134
38738,Yes,C#Cc1ccc(C)cc1n,134
52396,Yes,cc(s)-c1nnc(-c)o1,134
30970,No ,ccc(cn)NC(=O)c(c)c,134
21336,No ,cc(c)-n1cc(C)cn1,134
56040,Yes,ccc(c(c)c)S(=O)(=O)[O-],134
38774,Yes,C#Cc1ccc(c)cc1c,134
52124,Yes,cc(n)N1CCCC1,134
43872,Yes,Cc1ccc(-n)cc1,134
50621,Yes,cc(c)C1=C(C)[N+][B-](F)(F)n2c(C)ccc21,134
55848,Yes,ccc(OCCO)c(c)C,133
42238,Yes,CCCCOc,133
45839,Yes,[B-]n1c(C)c(C)c(CC)c1C,133
48891,Yes,cc(C)c1ccccc1n,133
43918,Yes,Cc1ccc(C)n1[B-]([N+])(F)F,133
57001,Yes,ccc(oc)-c1ccccc1,133
21361,No ,cc(c)-n1ccc(C(N)=O)n1,133
15568,No ,c-n1ccc(C(N)=O)n1,133
58226,Yes,ccc1c(c)cC(=O)c2ccccc2-1,133
45929,Yes,[B-]n1c(C)ccc1C,133
59289,Yes,ccn1c(c)C=C(C)[N+](=CC)[B-]1(F)F,133
29138,No ,ccc([nH]c)C(=O)N(CC)CC,133
21994,No ,cc(c)C(C)NC,133
4859,No ,CCN1CCC(C)CC1,132
4461,No ,CCN(CC)CC(=O)N(C)C,132
54652,Yes,cc1ccccc1c(C)n,132
44224,Yes,Cc1ccccc1O,132
60235,Yes,coc(nn)-c1ccc(-c)s1,132
54198,Yes,cc1ccc(c(c)c)c(c)c1,132
2801,No ,CCC(C)CN,132
59656,Yes,cnc(-c1ccccc1)c(-c)n,132
7127,No ,CN1CCc2ccccc21,132
43014,Yes,CNc1ccccc1,132
3825,No ,CCCCCCC,132
10709,No ,Cc1ccc(-c(n)o)cc1,132
47747,Yes,cN(c)c1ccc(-n)cc1,132
4625,No ,CCN(CC)c1ncccn1,132
17022,No ,cCN1CCC(C)CC1,131
7041,No ,CN1CCN(C(N)=O)CC1,131
49755,Yes,cc(c)-c1ccc(c)c2c(c)cccc12,131
22534,No ,cc(c)CC(=O)Nc(c)c,131
59465,Yes,cn(c)CCCCC,131
33241,No ,ccc1sc(NC)nc1c,131
54285,Yes,cc1ccc2ccc(-c)c3ccc(c)c1c23,131
86,No ,C=C(C)c1c[nH]c(c)c1c,131
59619,Yes,cn1ccccc1,130
12739,No ,Cn1cccn1,130
20922,No ,cc(c)-c1csc(NC)n1,130
48563,Yes,cc(=O)n(C)c(c)c,130
50201,Yes,cc(c)/C=C/C=C/C,130
31691,No ,ccc1[nH]c(CC)c(C)c1c,129
46608,Yes,c-c1ccncc1,129
30030,No ,ccc(cc)C(=O)NCC,129
19566,No ,cc(-c)c1nc(C)ccn1n,129
55249,Yes,ccc(-c1ccccc1)c(c)C,129
11006,No ,Cc1ccc(N)cc1,129
38713,Yes,C#Cc1ccc(-c)c(C(C)(C)c)c1,129
18083,No ,cN1CCN(C(N)=O)CC1,128
52008,Yes,cc(n)-n1c(c)c(c)c2ccccc21,128
55547,Yes,ccc(C#N)c(c)C,128
5532,No ,CCc1ccc(O)cc1,128
44220,Yes,Cc1ccccc1N(C)C,128
1067,No ,CC(C)CO,127
53771,Yes,cc1cc(c)C(=O)N(CCC)C1=O,127
24839,No ,cc(n)N1CCC(C)CC1,127
2627,No ,CCC(=O)N1CCNCC1,127
6365,No ,CN(C)CCCN(C)C,127
15105,No ,c-c1ccccc1F,127
6123,No ,CN(C)C(=O)C1CCNCC1,127
49086,Yes,cc(O)c(OC)c(c)O,127
37147,No ,coc1ccccc1n,127
31788,No ,ccc1c(C(=CC)CC)c[nH]c1c,126
52071,Yes,cc(n)C(C)=C(C)[N+],126
52035,Yes,cc(n)C#N,126
48889,Yes,cc(C)c1ccccc1[nH],126
46905,Yes,c/C=C1\N=C(C)N(C)C1=O,126
4574,No ,CCN(CC)c1ccccc1OC,126
16219,No ,cC(=O)Nc1cccnc1,126
944,No ,CC(C)C(F)(F)F,126
11350,No ,Cc1cccc(S(=O)(=O)N(C)C)c1,126
53184,Yes,cc1cCCc2ccccc2-1,126
38720,Yes,C#Cc1ccc(-n)cc1,126
9050,No ,COc1cc(C(N)=O)ccc1O,126
42899,Yes,CNC(C)(C)C,126
44337,Yes,Cc1nc2ccccc2o1,126
13492,No ,NC(=O)c1ccnc2ccccc12,125
39310,Yes,C=C(O)c1ccc(N)cc1,125
21463,No ,cc(c)-n1nc(C)cc1C,125
52038,Yes,cc(n)C(=C(C)[N+])c1c(C)cccc1C,125
50198,Yes,cc(c)/C=C/C=C(C)C,125
40611,Yes,C=Cc1ccc(O)c(OC)c1,124
47655,Yes,cCCCCCC,124
40595,Yes,C=Cc1ccc(N)c(CC)c1,124
52061,Yes,cc(n)C(=O)OC,124
57322,Yes,ccc1c(C#Cc)cc(C)cc1c,124
49183,Yes,cc(S)c1ccc(c)cc1c,124
50190,Yes,cc(c)/C=C/C(=O)c(c)c,124
27186,No ,cc1nc(C)cc(N)n1,124
7077,No ,CN1CCNCC1,124
40561,Yes,C=Cc1ccc(-n)cc1,124
46466,Yes,c-c1ccc(N(c)c)cc1C(C)(C)c,124
25548,No ,cc(s)C(=O)N(C)C,124
4378,No ,CCN(CC)C(=O)CN(C)C,124
25136,No ,cc(n)n(C)c(n)=O,124
28985,No ,ccc(OC)c(c)-c,124
50982,Yes,cc(c)N(CCCC)c(c)c,123
24414,No ,cc(n)C(=O)N(C)c,123
54529,Yes,cc1cccc2c(S(=O)(=O)[O-])ccc(c)c12,123
13478,No ,NC(=O)c1cccnc1,123
34167,No ,cn(n)-c1ccccc1Cl,123
2787,No ,CCC(C)C,123
19497,No ,c[nH]c1ccc(C)cc1c,123
8442,No ,CNc1ccccc1O,123
40949,Yes,C=[N+](C)c1ccccc1C,123
28462,No ,ccc(Cl)c(c)O,123
37523,No ,n-c1ccc(Cl)cc1,123
41497,Yes,CC(C)(C)c1ccccc1[N+],123
37870,No ,nc(n)C(F)(F)F,123
39581,Yes,C=C(c)c1ccccc1C,123
12967,No ,Fc1cccc(Cl)c1,122
25589,No ,cc(s)C(=O)NC,122
43271,Yes,COc1ccc(-n)cc1,122
34106,No ,cn(n)-c1ccc(Cl)cc1,122
51883,Yes,cc(c)n(C)c(c)c,122
38992,Yes,C=C(C)C(=O)CC,122
24476,No ,cc(n)C(=O)N1CCNCC1,122
59013,Yes,ccc1ccccc1o,122
5093,No ,CCOC,122
11754,No ,Cc1cnccn1,122
10705,No ,Cc1ccc(-c(n)n)cc1,122
49719,Yes,cc(c)-c1ccc(N)cc1c,122
58053,Yes,ccc1c(c)Sc(c)c(cc)N1CCC,122
53072,Yes,cc1cC(=O)c2cccc3c(N)ccc-1c23,122
42039,Yes,CCC(=O)OC,122
57065,Yes,ccc(sc)-c1cccs1,121
41623,Yes,CC(C)c1ccccc1,121
57462,Yes,ccc1c(N(c(c)c)c(c)c)cccc1c,121
39321,Yes,C=C(O)c1ccccc1,121
53198,Yes,cc1cN(C)c2ccccc2S1,121
51461,Yes,cc(c)c(=O)n(c)C,121
20777,No ,cc(c)-c1ccc(C)o1,121
54396,Yes,cc1cccc(C#Cc)c1,120
25762,No ,cc1[nH]cc(CC)c1c,120
45246,Yes,[B-][N+]1=C(c(c)[nH])c2ccccc2C1=C,120
29894,No ,ccc(cc)-n1ccc(C)n1,120
18219,No ,cNC(=O)Cn,120
45343,Yes,[B-][N+]1=CC=CC1=C,120
54002,Yes,cc1ccc(=[N+](C)C)cc-1,120
60313,Yes,coc1cc(=[N+](C)C)ccc-1c,120
5611,No ,CCc1ccccc1O,120
14477,No ,OCC1CCCO1,120
24866,No ,cc(n)N1CCCC1,120
60615,Yes,nc(n)-c1ccc(-n)cc1,119
40112,Yes,C=CC(=C(C)C)c1ccccc1,119
4415,No ,CCN(CC)C(C)=O,119
44656,Yes,Nc1ccc([N+](=O)[O-])cc1,119
49776,Yes,cc(c)-c1ccc(n)cc1,119
