,CATEGORY,FRAGMENTS,FREQUENCY
406,Yes,[7*]CC1=[O+][B-](F)(F)Oc2c1c(=O)oc1cc([16*])ccc21,13
407,Yes,[5*]NC1=CC(=O)CCC1,13
408,Yes,CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,13
409,Yes,[16*]c1ccc2oc3ccccc3c2c1,13
410,Yes,[16*]c1cc[n+](CC)cc1,12
411,Yes,Cc1cc(=O)c2ccc(N)cc2o1,12
412,Yes,[8*]CC1=C(C)C2=C(C)c3c(C)c([16*])c(C)n3[B-](F)(F)[N+]2=C1C,12
413,Yes,[14*]c1cccc[n+]1CCCS(=O)(=O)[O-],12
414,Yes,[16*]c1cc[n+](CCCCC)c2ccccc12,12
415,Yes,[14*]c1ncccn1,12
416,Yes,[14*]c1cc([16*])c2n1[B-](F)(F)[N+]1=C(c3ccc([16*])cc3)C=C(c3ccccc3)C1=N2,12
417,Yes,N#Cc1coc2ccccc2c1=O,12
418,Yes,[5*]N1c2ccc(S(=O)(=O)[O-])cc2C(C)(C)C1[7*],12
419,Yes,[7*]C/C=[N+]1/c2cc(O)c([16*])cc2C[C@H]1[13*],12
420,Yes,[9*]n1c([14*])nc2c([14*])nc([14*])nc21,12
421,Yes,[16*]c1cc(C#N)c(C#N)cc1[16*],12
422,Yes,[1*]C(=O)CCCCC[8*],12
423,Yes,[16*]c1c([16*])c([16*])c(C#N)c([16*])c1[16*],12
424,Yes,[14*]c1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,12
425,Yes,[8*]CC(C)C,12
426,Yes,[1*]C(=O)CC[8*],12
427,Yes,Nc1ccc2c(c1)Cc1ccccc1-2,12
428,Yes,[7*]CC1=Nc2ccc3ccccc3c2C1(C)C,12
429,Yes,[7*]CC(=O)O,12
430,Yes,[16*]c1ccc2c(c1)S(=O)(=O)c1cc([16*])ccc1-2,12
431,Yes,[16*]c1ccc(C=C)cc1,12
432,Yes,[7*]C([8*])Cl,12
433,Yes,Oc1ccc2ccc3cccc4ccc1c2c34,12
434,Yes,Cc1n[nH]c2c1C(c1ccc([N+](=O)[O-])cc1)C(C#N)=C(N)O2,12
435,Yes,[16*]c1cc(=O)oc2ccc3ccccc3c12,12
436,Yes,[5*]N1c2ccccc2Sc2ccc([16*])cc21,12
437,Yes,[4*]CCS(=O)(=O)[O-],12
438,Yes,[5*]N1c2ccccc2C=CC1[7*],12
439,Yes,[13*]C1([13*])Oc2c([16*])c3c(c([16*])c2O1)OCO3,12
440,Yes,O=Cc1cc(O)c(C=O)cc1O,12
441,Yes,[5*]NC1=C2C=CC(CCCCCCCCCCCCCCCCCC)=[N+]2[B-](F)(F)n2c([14*])ccc21,12
442,Yes,[16*]c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,12
443,Yes,[16*]c1ccc2cc(O)ccc2c1,12
444,Yes,[5*]N1C(C[7*])=NC2C(=O)NC(N)=NC21,12
445,Yes,[16*]c1ccc(C#Cc2cccc(C#Cc3ccc([16*])cc3)c2)cc1,12
446,Yes,[16*]c1cc(=O)oc2c1ccc1ccccc12,12
447,Yes,[7*]C(C#Cc1ccccc1)C#Cc1ccccc1,12
448,Yes,[4*]CCCCCCC,12
449,Yes,Cc1cc(C2(c3cc(C)c(O)c(Br)c3)OS(=O)(=O)c3ccccc32)cc(Br)c1O,12
450,Yes,[14*]c1sc([14*])c2c(=O)n(C)nnc12,12
451,Yes,[16*]c1cc[n+](CCCCC[n+]2ccc([16*])cc2)cc1,11
452,Yes,[9*]n1c2ccccc2c2ccc([16*])cc21,11
453,Yes,[16*]c1ccc(S(=O)(=O)c2ccccc2)cc1,11
454,Yes,[16*]c1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,11
455,Yes,[8*]C(C)(C)CC,11
456,Yes,[16*]c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(C=O)ccc1-2,11
457,Yes,[14*]c1nc2nc3ccccc3nc2s1,11
458,Yes,[16*]c1cc(F)ccc1[N+](=O)[O-],11
459,Yes,[15*]C12C(=C3C(=C4c5ccc([16*])cc5S(=O)(=O)C41[15*])C(F)(F)C(F)(F)C3(F)F)c1ccc([16*])cc1S2(=O)=O,11
460,Yes,[4*]CC([8*])O,11
461,Yes,[16*]c1c([16*])c(C#N)c([16*])c(C#N)c1[16*],11
462,Yes,[13*]C12C(=C3C(=C4c5ccc([16*])cc5S(=O)(=O)C41[13*])C(F)(F)C(F)(F)C3(F)F)c1ccc([16*])cc1S2(=O)=O,11
463,Yes,[14*]c1n[n+]2c(s1)N=C(c1ccccc1)O[B-]2(F)F,11
464,Yes,[16*]c1ccc2c(c1)c(=O)c1cccc3c(=O)c4ccccc4n2c31,11
465,Yes,[14*]c1nc2ccccc2nc1C#Cc1ccc([16*])cc1,11
466,Yes,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,11
467,Yes,[13*]C12C(=C3C(=C4c5ccc([16*])cc5S(=O)(=O)C41[15*])C(F)(F)C(F)(F)C3(F)F)c1ccc([16*])cc1S2(=O)=O,11
468,Yes,[7*]CC1=[N+](CCCS(=O)(=O)[O-])c2ccccc2C1(C)C,11
469,Yes,[9*]n1cc(C#Cc2ccc3cc([16*])ccc3c2)c2c(N)ncnc21,11
470,Yes,[16*]c1ccc(C#CC#Cc2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc(C=O)ccc2-3)cc1,11
471,Yes,[14*]c1nc(C#N)c([14*])nc1C#N,11
472,Yes,CN(C)/C=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,11
473,Yes,[16*]c1ccc(C#Cc2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc(C=O)ccc2-3)cc1,11
474,Yes,[10*]N1C(=O)c2cc([16*])c3c4c(cc([16*])c(c24)C1=O)C(=O)N([10*])C3=O,11
475,Yes,[8*][C@H](C)CCCC(C)C,11
476,Yes,[16*]c1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,11
477,Yes,[14*]c1cccc2ncc([14*])n12,11
478,Yes,[5*]N([5*])/C(C)=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,11
479,Yes,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,11
480,Yes,[16*]c1ccsc1,11
481,Yes,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,11
482,Yes,[14*]c1nc2cnccc2[nH]1,11
483,Yes,[16*]c1cc2c(=O)c3ccccc3n3c4ccccc4c(=O)c(c1)c23,11
484,Yes,[16*]c1cc[n+](CCCCCCCCCCCC[n+]2ccc([16*])cc2)cc1,11
485,Yes,[16*]c1ccc2cc(C)c(=O)oc2c1,11
486,Yes,[16*]c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,11
487,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=CC1=C2C(F)(F)F,11
488,Yes,[10*]N1C(=O)c2c(c3ccc4cc([16*])c([16*])cc4c3c3c2ccc2cc([16*])c([16*])cc23)C1=O,11
489,Yes,[16*]c1cc[n+](CCC[n+]2ccc([16*])cc2)cc1,11
490,Yes,[16*]c1ccc([Si](C)(C)C)cc1,11
491,Yes,[16*]c1ccc2c(c1)-c1ccccc1C2=O,11
492,Yes,c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4nc[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,11
493,Yes,[16*]c1ccc2c3c(ccc2c1)C(=O)CCC3,10
494,Yes,[16*]c1cc([16*])c2ccc3c(C=O)cc(C=O)c4ccc1c2c43,10
495,Yes,[7*]CC(=O)C[7*],10
496,Yes,[1*]C(=O)[C@@H]([4*])C[8*],10
497,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,10
498,Yes,[4*]CCCCC[Se]C#N,10
499,Yes,[7*]CC1=C(C#N)C([13*])OC1(C)C,10
500,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(N3CCOCC3)C=CC1=C2c1ccccc1,10
501,Yes,[7*]CC1=C([O-])C([7*])C1[7*],10
502,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(N3CCOCC3)C(SC#N)=CC1=C2c1ccccc1,10
503,Yes,[5*]N1CCc2c1ccc1c3c(ccc21)CCCC3=O,10
504,Yes,[16*]c1ccc2c(c1)CCc1c-2nc(N)c(C#N)c1[16*],10
505,Yes,[16*]c1cc([16*])c2ccccc2c1,10
506,Yes,[1*]C(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1[15*],10
507,Yes,[9*]n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,10
508,Yes,[16*]c1cc2cc3c4c(c2oc1=O)CCCN4CCC3,10
509,Yes,[8*]C(C#N)C#N,10
510,Yes,[4*]CCCCCC(=O)O,10
511,Yes,[16*]c1ccc2c3c(ccc2c1)CCCC3=O,10
512,Yes,[16*]c1cccc2c1-c1ccccc1C2=O,10
513,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,10
514,Yes,[14*]c1oc([14*])c2c1C=C(C=O)CC(C=O)=C2,10
515,Yes,[16*]c1ccc2c([16*])coc2c1,10
516,Yes,[9*]n1c2ccccc2c(=O)c2ccccc21,10
517,Yes,[16*]c1coc2cc(C)ccc12,10
518,Yes,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,10
519,Yes,[5*]N1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,10
520,Yes,[16*]c1c([O-])c(=[NH+]c2ccccc2)c1=O,10
521,Yes,[7*]C1c2ccccc2C=Cc2ccccc21,10
522,Yes,[16*]c1ccc(C#Cc2cc(C#Cc3ccc([16*])cc3)c3ccc4c(C#Cc5ccc([16*])cc5)cc(C#Cc5ccc([16*])cc5)c5ccc2c3c54)cc1,10
523,Yes,[14*]c1nnc(Cl)nn1,10
524,Yes,[9*]n1cc(C2=C(c3cn([9*])c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,10
525,Yes,[16*]c1coc2ccc(C)cc12,10
526,Yes,[9*]n1c([14*])c(C)c2c(=O)n3c(cc21)C(CC)=C(C)C3=O,10
527,Yes,[16*]c1ccc(C2=Nc3sc4cc([16*])ccc4[n+]3[B-](F)(F)O2)cc1,10
528,Yes,[16*]c1cc[n+](CCC)cc1,10
529,Yes,[4*]CC(C[4*])(C[4*])C[4*],10
530,Yes,[14*]c1sc2c([16*])c3n(c2c1[16*])[B-](F)(F)[N+]1=Cc2c([16*])c4sc([14*])c([16*])c4n2[B-](F)(F)[N+]1=C3,10
531,Yes,[9*]n1cc([14*])nn1,10
532,Yes,[9*]n1c(=O)cc([16*])c2sc([14*])cc21,10
533,Yes,[16*]c1ccccc1F,10
534,Yes,[16*]c1c(C)cccc1C,10
535,Yes,[16*]c1c(O)ccc2ccccc12,10
536,Yes,[8*]CCCCC,10
537,Yes,[16*]c1ccc2c3c(cccc13)C(=O)OC2=O,10
538,Yes,[7*]CC1=C2Oc3cc([16*])c(C)cc3C(c3ccccc3[16*])=C2CCC1,10
539,Yes,[7*]C/C=N/N=C/c1ccc2ccc3cccc4ccc1c2c34,10
540,Yes,[14*]c1c([16*])cc2n1[B-](F)(F)[N+]1=C(c3ccc([16*])cc3)C(c3ccc([16*])cc3)=CC1=C2c1c(C)cc(C)cc1C,10
541,Yes,[6*]C(=O)Cl,10
542,Yes,[16*]c1ccc2c3c(c4ccc([16*])cc4c2c1)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5ccc([16*])cc5c5cc([16*])ccc5c4n2[B-]1(F)F)C=3,10
543,Yes,[7*]CC,10
544,Yes,[4*]CCC[8*],10
545,Yes,[14*]c1cc2ccc([16*])cc2o1,10
546,Yes,[16*]c1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc([16*])cc5)c5ccc2c3c45)cc1,10
547,Yes,[16*]c1cc2c(ccc3ccccc32)oc1=O,10
548,Yes,[4*]CCC[n+]1ccc([16*])cc1,10
549,Yes,[16*]c1c(O)c2ccccc2oc1=O,10
550,Yes,[16*]c1ccc2c(c1)S(=O)(=O)C1=C2C2(C3=C(c4ccccc42)S(=O)(=O)c2cc([16*])ccc23)c2ccccc21,10
551,Yes,[16*]c1cc2ccc3cc([16*])cc4c3c2c(c1)c(=O)n1c4nc2c3cc([16*])cc4ccc5cc([16*])cc(c5c43)c21,10
552,Yes,[16*]c1cc([16*])c([16*])c([16*])c1[16*],10
553,Yes,[10*]N1C(=O)c2cccc3cc4ccccc4c(c23)C1=O,10
554,Yes,[7*]C1C(=O)N([10*])N=C1C,10
555,Yes,[16*]c1cc2ccccc2c(C=O)c1O,10
556,Yes,[9*]n1nc(C)c(C#N)c1C1=NN(c2ccc(Br)cc2)[C@@H]([13*])[C@@H]1[15*],10
557,Yes,[14*]c1cc([14*])[nH]n1,10
558,Yes,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,9
559,Yes,[7*]C1c2ccccc2-c2ccccc21,9
560,Yes,[16*]c1ccc(C#Cc2ccc(C#N)cc2)cc1[16*],9
561,Yes,c1cc2ccc3cccc4ccc(c1)c2c34,9
562,Yes,[16*]c1ccc2c(c1)C(=O)NC2=O,9
563,Yes,[9*]n1c([14*])nc2c(=O)[nH]c(N)nc21,9
564,Yes,Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,9
565,Yes,[16*]c1cc([16*])c(O)c([16*])c1,9
566,Yes,[16*]c1cccc2cccc([16*])c12,9
567,Yes,[7*]CC1=CC2=C(c3c(C)cc(C)cc3C)c3ccc([14*])n3[B-](F)(F)[N+]2=C1,9
568,Yes,[16*]c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,9
569,Yes,[10*]N1Cc2c([16*])c3cc([16*])ccn3c2C1=O,9
570,Yes,[16*]c1ccc2c([16*])c3ccc(=[N+](C)C)cc-3oc2c1,9
571,Yes,[16*]c1cc2cccc([16*])c2oc1=O,9
572,Yes,N#Cc1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(C#N)cc5)c5ccc2c3c45)cc1,9
573,Yes,[8*]CCO,9
574,Yes,[16*]c1ccc2nc3c4ccccc4c(=O)c([16*])c-3oc2c1,9
575,Yes,Nc1ccc2c(c1)C(=O)NC2=O,9
576,Yes,[16*]c1ccc2c3ccc([16*])c4c([16*])ccc(c5ccc([16*])c1c25)c43,9
577,Yes,[14*]c1ccc(C)s1,9
578,Yes,[16*]c1ccc(C#Cc2ccc3ccc4c(C#Cc5ccc([16*])cc5)ccc5ccc2c3c54)cc1,9
579,Yes,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,9
580,Yes,[16*]c1ccc2c([16*])c3c(cc2c1)CCC3,9
581,Yes,[16*]c1ccc2cc3c(c([16*])c2c1)CCC3,9
582,Yes,O=S(=O)([O-])c1ccc(O)c2ccccc12,9
583,Yes,[14*]c1nc2c([nH]1)C1=CC(=O)S[C@]1(C)[C@@]1(C)SC(=O)C=C21,9
584,Yes,[16*]c1cc(=O)oc2cc(C)ccc12,9
585,Yes,[1*]C(=O)C[C@H]([4*])C([1*])=O,9
586,Yes,[16*]c1cnc(O)c(C#N)c1,9
587,Yes,[16*]c1ccc(F)c(F)c1,9
588,Yes,[7*]C1C=C(c2ccccc2)C=C1c1ccccc1,9
589,Yes,[16*]c1c2ccc(=[N+](CC)CC)cc-2oc2c1oc1cc(N)ccc12,9
590,Yes,[5*]N1C(=CC[7*])N([5*])c2cc(Cl)c(Cl)cc21,9
591,Yes,[9*]n1c([14*])[n+](CC)c2cc(Cl)c(Cl)cc21,9
592,Yes,[7*]C1Sc2ccc(S([12*])(=O)=O)cc2C1=O,9
593,Yes,O=c1[nH]c2ccccc2[nH]1,9
594,Yes,[16*]c1c(C)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,9
595,Yes,[7*]C1C=C(C(=O)O)N[C@H]([13*])C1,9
596,Yes,[16*]c1cccc2c([16*])c3c(cc12)CCC3,9
597,Yes,Nc1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(N)cc5)c5ccc2c3c45)cc1,9
598,Yes,[16*]c1ccc2cc(/C=N/CCC)c([16*])cc2c1,9
599,Yes,[14*]c1n(C)c2ccccc2[n+]1C,9
600,Yes,F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,9
601,Yes,[5*]N1c2cc([16*])ccc2N=c2cc3c(cc21)=Nc1cc([16*])cc([16*])c1O3,9
602,Yes,CC1(C)Oc2c(c3nc4ccccc4nc3c3ccccc23)CC1Br,9
603,Yes,[15*][C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([15*])[C@@]4(C)CC[C@@H]32)C1,9
604,Yes,[14*]c1ccc(C=O)o1,9
605,Yes,[16*]c1cc(F)cc(F)c1,9
606,Yes,[5*]N/C=C(/C#N)c1nc([14*])cs1,9
607,Yes,[16*]c1ccnc2cc(Cl)ccc12,9
608,Yes,[14*]c1cc([16*])c(C#N)c([14*])n1,9
609,Yes,[4*][C@H](C[8*])C(=O)O,9
610,Yes,CC1(C)CCc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)CC5)O1,9
611,Yes,[16*]c1ccc2nc3c(nc2c1)[C@@]1(C)CC[C@H]3C1(C)C,9
612,Yes,[7*]CC1=[NH+]c2c(ccc3ccc(C)nc23)C1(C)C,9
613,Yes,[7*]C1Nc2c(ccc3ccc(C)nc23)C1(C)C,9
614,Yes,[13*][C@H]1CC(c2ccc(Br)cc2)=NN1C=O,9
615,Yes,[9*]n1nnc(C#N)c1N,9
616,Yes,[5*]N1c2c(ccc3ccc(C)nc23)C(C)(C)C1[7*],9
617,Yes,[7*]CC1=[N+](CC)c2c(ccc3ccc(C)nc23)C1(C)C,9
618,Yes,[4*]CCCCCC[8*],9
619,Yes,[6*]C(=O)CCCCC,9
620,Yes,[16*]c1ccc2cc3c(cc2c1)OCCN=C3,9
621,Yes,[16*]c1ccc([N+](=O)[O-])c(O)c1,9
622,Yes,[7*]CC1=C2CCC([7*])C2=[O+][B-](F)(F)O1,9
623,Yes,[7*]CC1=CC([7*])C=C(C[7*])O1,9
624,Yes,[16*]c1ccc(C2=Cc3cc4ccccc4cc3P2(=O)c2ccccc2)cc1,9
625,Yes,[10*]N1C(=O)c2ccc(N)cc2C1=O,8
626,Yes,[9*]n1c2ccc([16*])cc2c2c([16*])c3c(c([16*])c21)c1cc([16*])ccc1n3[9*],8
627,Yes,CCCCC1(CCCC)c2cc(C#Cc3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,8
628,Yes,[14*]c1ccc([14*])nn1,8
629,Yes,[16*]c1c(C)c(C)n2c(=O)n3c(cc12)C(CC)=C(C)C3=O,8
630,Yes,[8*]CCC(=O)O,8
631,Yes,[14*]c1ccc([16*])c([14*])n1,8
632,Yes,[5*]N1C(=CC[7*])Oc2ccccc21,8
633,Yes,[15*]C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,8
634,Yes,CCC1(CC)c2ccccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,8
635,Yes,[9*]n1nc([14*])nc1[14*],8
636,Yes,O=C1CCCc2c1[nH]c1cc3c(cc21)OCO3,8
637,Yes,[16*]c1ccc2c(c1)C(CC)(CC)c1c-2c2c(c3c1-c1ccc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)cc1C3(CC)CC)-c1ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc1C2(CC)CC,8
638,Yes,[16*]c1ccc2c(c1)C(CC)(CC)c1c-2c2c(c3c1-c1ccc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)cc1C3(CC)CC)-c1ccc([16*])cc1C2(CC)CC,8
639,Yes,[16*]c1ccc2c([16*])c([16*])c(=O)oc2c1,8
640,Yes,[5*]N1C=C(c2c(C#N)c(C)nn2[9*])CC1[13*],8
641,Yes,[7*]C1N(C)c2ccc(Cl)cc2C1(C)C,8
642,Yes,[6*]C(=O)/N=c1/oc2cc([16*])ccc2cc1C#N,8
643,Yes,[16*]c1cc(N)cc(N)c1,8
644,Yes,[16*]c1cccc2c1C(=O)c1ccccc1-2,8
645,Yes,[16*]c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,8
646,Yes,[14*]c1c(C)c(=O)n2c(=O)c(C)c([14*])n12,8
647,Yes,[14*]c1c(C)c(=O)n2c(=O)c(C)c(C)n12,8
648,Yes,[14*]c1oc2cccc3c4c([16*])/c(=N/S(=O)(=O)C(F)(F)F)oc5cccc(c1c23)c54,8
649,Yes,[7*]CC(C)=O,8
650,Yes,[1*]C(=O)C1=C(C([1*])=O)C2(c3ccccc3-c3ccccc32)[C@@H]([15*])C=C2c3cc([16*])c([16*])cc3CCN21,8
651,Yes,[14*]c1cnc2n1[B-](F)(F)[n+]1ccccc1-2,8
652,Yes,[16*]c1ccc2c(c1)C(=O)c1ccc([16*])cc1C2=O,8
653,Yes,[16*]c1cncc2ccccc12,8
654,Yes,[8*][C@H](C)C(=O)O,8
655,Yes,O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,8
656,Yes,[16*]c1ccc2sc3ccccc3c2c1,8
657,Yes,[16*]c1c([16*])c(C#N)c([16*])c([16*])c1C#N,8
658,Yes,[16*]c1cccc(C)c1C,8
659,Yes,c1ccc2c(c1)[nH]c1cccnc12,8
660,Yes,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(C#Cc4ccccc4)ccc32)cc1,8
661,Yes,[16*]c1ccc(C#N)c2ccccc12,8
662,Yes,[7*]Cc1[se]c2ccccc2[n+]1CC,8
663,Yes,[14*]c1nc2ccccn2c1[14*],8
664,Yes,[16*]c1ccc2c(=O)c([16*])coc2c1,8
665,Yes,[16*]c1ccc2c(c1)C(C)(C)c1ccccc1-2,8
666,Yes,[16*]c1ccc2c(c1)C(CCCC)(CCCC)c1cc(C#Cc3ccc4ccc5cccc6ccc3c4c56)ccc1-2,8
667,Yes,[9*]n1c2[n+](c3c4ccccc4c4ccccc4c31)[B-](C)(C)c1cc([16*])ccc1-2,8
668,Yes,[7*]CC1=C2Oc3c(cc4c5c3CCCN5CCC4)C(c3ccccc3[16*])=C2CCC1,8
669,Yes,[7*]CC1=C2Oc3cc([16*])ccc3C(c3ccccc3[16*])=C2CCC1,8
670,Yes,[14*]c1nc2c(ccc3ccccc32)s1,8
671,Yes,[14*]c1nc([14*])nc(C)n1,8
672,Yes,[7*]CC1=[N+](CCCCCCC)c2ccccc2C1(C)C,8
673,Yes,[5*]N1C(=CC2=C([O-])C([7*])C2[7*])Sc2ccccc21,8
674,Yes,[16*]c1ccc([16*])c([16*])c1[16*],8
675,Yes,Cn1c(=O)c(/N=N/c2ccc(S(=O)(=O)O)c3ccccc23)c(O)c2ccccc21,8
676,Yes,c1ccc2c(c1)CCc1c-2cnc2c1-c1ccccc1CC2,8
677,Yes,[16*]c1ccc(S(=O)(=O)O)cc1/N=N/c1c(O)c2ccccc2n(C)c1=O,8
678,Yes,[16*]c1ccc(S(=O)(=O)O)c(/N=N/c2c(O)c3ccccc3n(C)c2=O)c1,8
679,Yes,[16*]c1cc[n+](C2=C(F)C(F)(F)C(F)(F)[C-]2F)cc1,8
680,Yes,[16*]c1ccc2c([16*])c3ccc(=O)cc-3oc2c1,8
681,Yes,Cn1c(=O)c(/N=N/c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)c(O)c2ccccc21,8
682,Yes,O=Cc1ccc2ccc3cccc4ccc1c2c34,8
683,Yes,[16*]c1ccc(/N=N/c2c(O)c3ccccc3n(C)c2=O)c(S(=O)(=O)O)c1,8
684,Yes,Cn1c(=O)c(/N=N/c2ccc(/N=N/c3ccc(S(=O)(=O)O)cc3)cc2)c(O)c2ccccc21,8
685,Yes,[16*]c1ccc(/N=N/c2c(O)c3ccccc3n(C)c2=O)cc1S(=O)(=O)O,8
686,Yes,[16*]c1ccc([N+](=O)[O-])cc1S(=O)(=O)O,8
687,Yes,[14*]c1ccc(C#Cc2ccc([16*])c([16*])c2)s1,8
688,Yes,[16*]c1ccc2c(=O)c(O)coc2c1,8
689,Yes,[16*]c1ccc(C#Cc2ccc(C#Cc3ccc([16*])c([16*])c3)c3nsnc23)cc1[16*],8
690,Yes,[14*]c1ccc([N+](=O)[O-])cn1,8
691,Yes,[14*]c1nc(C)nc(C)n1,8
692,Yes,[16*]c1ccc(C#Cc2ccc(C#Cc3ccc([16*])cc3)cc2)cc1,8
693,Yes,[13*]C1Nc2cccc3cccc(c23)N1,8
694,Yes,[16*]c1cc(C)cc(C)c1,8
695,Yes,O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,8
696,Yes,O=Cc1cc(O)ccc1O,8
697,Yes,[16*]c1ccc2cc(C#N)c([16*])cc2c1,8
698,Yes,[16*]c1ccc(/N=N/c2c(O)c3ccccc3n(C)c2=O)cc1,8
699,Yes,[16*]c1ccc2cc([16*])c([16*])cc2c1,8
700,Yes,[16*]c1ccc2c(c1)C(CC)(CC)c1c-2c2c(c3c1-c1ccc([16*])cc1C3(CC)CC)-c1ccc([16*])cc1C2(CC)CC,8
701,Yes,[7*]CC1=C(c2ccc([16*])cc2)C([7*])CCC1,8
702,Yes,[7*]CC1=C(Cl)C([7*])CCC1,8
703,Yes,[16*]c1c(C)cc(C)cc1C,8
704,Yes,[16*]c1cccc(C=O)c1,8
705,Yes,[9*]n1c([14*])c(C#N)c2c(N)ncnc21,8
706,Yes,[7*]C1CCCc2c1[o+]c1cc([16*])ccc1c2[16*],8
707,Yes,[16*]c1ccc2cc(C=O)c([16*])cc2c1,8
708,Yes,[7*]CC1=[N+](CC)c2ccc3ccccc3c2C1(C)C,8
709,Yes,[7*]CC1=[N+](CCCC)c2ccc3ccccc3c2C1(C)C,8
710,Yes,[5*]N1c2ccccc2C2(c3ccccc31)c1ccccc1N([5*])c1ccccc12,8
711,Yes,[9*]n1c(C#N)nc2cnc([14*])nc21,8
712,Yes,[9*]n1c(C#N)nc2c([14*])nc(N)nc21,8
713,Yes,[16*]c1ccc2c3c([16*])c4ccccc4c([16*])c3n(C)c2c1,8
714,Yes,[7*]CC1=[N+](CC)c2ccc3cc(Br)ccc3c2C1(C)C,8
715,Yes,[9*]n1c([14*])nc2cnc([14*])nc21,8
716,Yes,[16*]c1cccc(Br)c1,8
717,Yes,[7*]CC1=[N+](CCCC)c2ccc3cc(Br)ccc3c2C1(C)C,8
718,Yes,[9*]n1c([14*])nc2c([14*])nc(N)nc21,8
719,Yes,CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(O)cc3c1C2c1ccccn1,7
720,Yes,[1*]C(=O)C([4*])C(C)C,7
721,Yes,CC1(C)CC(=O)C2=C(C1)Oc1ccc3cc(O)ccc3c1C2c1ccccn1,7
722,Yes,N#Cc1cc2ccc(O)cc2oc1=O,7
723,Yes,[14*]c1nc2sc([14*])c(N)c2c(C#N)c1C,7
724,Yes,[16*]c1cc(C)c([16*])cc1C,7
725,Yes,[16*]c1cc2[nH]c3c(c2cc1[16*])CCCC3=O,7
